,UserName,Contents,Label
2669,roal****,정유라사건터졌는데 최순실 힘내세요 하는꼴 ㅋㅋ 정신병자들 많아 ㅋ,1
311,autumn leaves,거리에서 빌어먹던 개에게 '손~'하고 말하니 손을 내밀었다.똑똑한 개인줄 알고 데려왔으나알고보니 미친개였다.밥 먹이고 돌봐주고 살찌고나니까 주인이고 뭐고 없이 물어댄다.도로 내다버리던가탕 집으로 보내던가 안락사를 시키던가 하는게 정답이다.,0
831,최아네스,단독 좋아시던  기레기 기자들 어디 갔나요,0
3077,빗살무늬 도끼,애초에 조국사태는 없었다.언론이 진실을 보도하지 않고 외면해서 국민들이 나서게 된것이다.검찰 사태 책임의 절반이 너희들 언론에 있다는 말이다.한겨레도 한걸레 된지 오래고..,0
2530,nice****,문재앙의 자폭 선견지명에 경의를 표합니다.<U+0001F44D> 조국을 임명하지 않았으면 평생 정의로운척 깨시민 코스프레로 국민들 선전선동하고 눈물콧물 감성시체팔이로 한 평생 편하게 살았을껀데 이젠 국민들께서 이 정권의 실체를 알게 해줘서 너무 고마워요 문재앙님<U+0001F44F><U+0001F44F><U+0001F44F>,1
994,choy****,이제 조국게이트로 번졌다. 항간에 문재인대통령께서  민정수석하던 조국한테 크게 약점이 잡힌것 같다는 얘기가 도는데 사실인가?  이런 범법자를 굳이 법무부장관에 기용할까  의구심이 들긴든다.,1
889,야야,무섭다 조국에 비협조했다고조국에 대한 비판기사는 없고 동양대 과거를 파헤치는 모습이 참으로 눈물이거기다 단독보도  이참에 조국만세~,0
1328,simo****,명재권이 넌 좋겠다.... 온 국민이 니 이름 다 알게 돼서...  사법개혁 대상으로...ㅋㅋ,1
2920,acep****,"최순실이나 조국부인이나 뭐가다르냐?둘다 똑같고 정유라랑 조국딸이랑 꼭 같은 기준에서 처벌하고, 사모펀드 의혹, 웅동학원 의혹 다 조사해라.이 쯤 되었음 특검 불가피하다.민주당의 가로등 사업관련 의혹도 반드시조사해야된다.조국 감싸는 애들 다 조사해",1
1697,iban****,광화문으로 가야지~~ 더이상 좌좀들의 더러운 민낯 못봐주겠어~,1
2624,솔잎,"이게 문재인과 조국의 공통점, 국가를 지네들 맘대로 사회주의 국가로 만들려고 이 난장판을 벌이고 있는 것.",0
85,김철중,금수저.장관은.더이상.국민을.힘들게하지말고.퇴진하라.그리고.가족을.지켜라.ㆍ.,0
1483,큐티09,"윤석열 총장님...반드시 헌법정신에 의거해서 모든 부정부패 비리를 처단하고, 대한민국의 헌법을 지켜주십시오. 촛불만 들면 모든게 해결된다는 발상은 더이상 법치국가가 아니게 된다는걸..국민들이 모릅니다. 촛불들고 거리로만 뛰쳐나오면 뭐든 맘대로 조정 가능하다고 생각하는건 점점 더 무정부상태, 법치국가로서의 면모를 잃어버리게 된다는걸 모르네요. 때론 싫어도 꼭 헌법에 의거해서 받아들여야 한다는것도 모름..",0
559,flin****,"웅원합니다.균형잡힌 관점으로 세상을 보고,자신의  목소리로 당당히 얘기하는젊은 그대들이 자랑스럽습니다.",1
24,내버 랜드,뭉가놈이. 계획적으로  국민분열. 만들었다.  사기꾼  두목놈을 법무장관  이나라법두없냐,0
2263,urom****,이보다 구역질 나는 장관 후보가 있었나?,1
652,gracechoi,자료가 없다고?그럼 일반전형 합격은 아무말 대잔치냐?,0
1986,sens****,딱하니 현정권 수준에 맞는  쑈프로그램 이었다 그리도 할일이 없엇냐? 이것도 일이라고 팬미팅을 대국민 대담이라고 여전하게 쑈질이니,1
1857,jarogik,다음 총선엔 제발 야권 단일화해라. 표갈려서 정권 안바뀌면 니들 탓이다,0
162,제우스,사기꾼 집안인거임...?,0
1945,야구야,ㅋㅋ 조국 진짜 뻔빤하네 저런게 법무부장관? 법 배운게 법망 피해서 재산불릴라고 배웠구만 서울대생들 안쓰럽다 ㅉㅉ,0
2802,tydl****,이건 조국 게이트다  펀드운용사지들끼리 만들어놓고 조국은 정부관료되서 정보빼돌리고  한회사 정책적으로밀어줘서 펀드  이익보게한거니 문재앙이와 연결고리가 있을듯하다,1
3072,muse****,"쉬운 말로 상식 선에 쓴 글이지만, 핵심을 정확히 찌르셨네요. 여러 사건들이 우후죽순으로 튀어 나오지만, 결국은 고위공직자로 특히  법무부장관으로 부적격이라는 걸 정확하게 지적하셨습니다. 이런 분이 검찰에 많기를 바랍니다.",1
72,han8****,재인이는 나가서 졸고  국이는 안에서 거짓말하고정숙이는 휘젓고다니고 정은이는 미사일쏘고 해찬이는 노망떨고 뭐가 이러냐!,1
752,나를 따르라,"아직도 한국당과 그 동조언론에 휘둘리는 사람이 있다는 안타까움,,,",0
580,euzang,총학 회장 본도  논문 제1저자바미소속 이라며자한당  바미가  발악 하는구나,0
2514,aksd****,지역색이 있다더니 정말 있구나... 호남만 혼자 찬성비율이... 저럴거면 쟤들은 그냥 대한민국 말고 자기들만 독립하는게 낫지 않을까?,1
946,댕댕구리,윤석열 검찰총장은 조국 법무부 장관 후보자에게 설사 장관이되어도 검찰개혁에선 손 떼라는 무언의 압력을 보냈다.  검찰 쓰레기 집단은 자기네들만 충성하는 괴물집단임이 윤석열을 통해 극명히 드러났다.,0
955,이독수리,공정한 수사가 아니라면 이젠 문재인 탄핵 촛불이 일어선다.,0
891,jang****,조선일보가 가장 좋아라 하는 서울대 애들만 모였네~그것도 졸업생까지 합해서....500명... 아마도 90퍼는 정치 지망생,1
917,klle****,"최순실때는 20살 정유라를 체포하려고 인터폴에 의뢰했고 수사관,의원,언론기자들독일까지 날라갔다.핵심인 5촌조카 한명 잡아오지 못하냐?해외에서 온가족 모두 움직이려면 주위 도움을 받고 있다.범죄공모자 되니 신고해서 하루빨리 의혹을 밝히자.",1
1828,sik654,조국구속 문죄인 탄핵으로 가즈아  ~~~~^^^^~~~~~,0
2023,worl****,그래 한꺼번에 가는 것도 나쁘진 않을겨,1
843,rudd****,탄핵한번 해봤다고 이제 시시하면 탄핵이네 탄핵시키면??? 우리나라에 대통령감은 있고??? 현 국회의원들 청문회 다 해보면 좋겠네 조국이 잘했다는게아니라 목적이 있어서 임명한거니까 시간을 갖고 일하는것좀 보고 얘기하면 안되나 가족들까지 아주깨끗하고 겉과 속이 같은 한결같은 분이면 좋았겠지만 현재 그런사람은 없다고 생각하고 일이라도 제대로 해주길 바랄뿐이다,1
124,limh****,와~~제발 사실대로만 말하세요 여자 다섯명 남자 일곱명이래잖아요 헐,1
2854,dntm****,해외로 달아난 조카와 조카일당들부터 인터폴 적색수배하는게 최우선 순위인데 가만히있는 경찰들봐라.. 경찰부터 직무유기로 수사하고 처벌하라. 이것도 민정실 출신 윤총경 관련있는지 반드시 수사해라,1
2772,gtoo****,탄핵가자!!,1
1,lege****,ㅋㅋㅋ 문재인 탄핵은 현실이 된단다 달창들아. 그리고 너희가 바로 탄핵의 일등공신이다 ㅎㅎ,1
911,햇살,"더부러 미친것들  검찰이 지들편 서면 정의라 말하고 반대편 서면... 정치 검찰,,???  한심 한  저능아   더부러 더러운 놈들~!!",0
1024,이종수,오늘 조국 처빨아 주던참여연대 박원순이 딸도조국이 있을 때서울대 최초로법대.전과했는데..조국 딸이 또요?ㅋㅋㅋㅋ이.상황에서 아직도 조국 처빠는 것들 수준은 뭐임?ㅋ,0
184,아이비,검찰측 발표? 그걸 발표를 왜 하냐? 검찰아.당사자에게 서류가 미비하니 다시 내라하면 돼지. 발표를 왜 하냐? 발표병이냐? 니들이 사람이야?,0
1637,ihap****,그나마 자한당이 국민을 대표하여 공수처 반대하니 감사합니다!,1
1696,my70****,구적폐 자한당! 역적같은 신적폐 더민주와 현정권! 누가더 위험하고 나쁜놈들 같냐? 당연히 짱깨에 친중하며 역적짓하는 좌빨 신적폐들이지! 보수정권은 그래도 기본적으로 법과 원칙은 있었다! 개종자 몇마리들 말고는 그래도 전통적 윤리와 질서가 있지! 진보도 아닌 진보는? 그냥 쉽게 말하면 국가안보까지 위태롭게하는 개차반이야!!!!,1
2426,pipi****,보수를 뚜드려 패서라도 고쳐 쓰는게 낳겠다. 진보는 아니야..고쳐쓸수도 없을 만큼  능력도 없고 도덕성 바닥이고..할줄아는건 남탓이니 야당하면서 불만만 하는게 따규맞는 역할이다.,1
545,dmsz****,대한민국의 정의와 공정을 바로 세우기 위해 손에 펜을 잡아야 할 대학생들이 거리로 나섯다. 문재인정부는 그들의 목소리를 결코 가볍게 듣지 말아야 할것이다.  그들은 대한민국의 미래다.,1
629,hang****,3학점 짜리 과목 하나씩 두 학기 동안 신청하고 400만원 넘는 장학금을 연속으로 두 번이나 탔는데 장학금 추천한 사람은 아무도 없다는게 말이 되나? 귀걸이 취업 때처럼 증거 인멸 들어간거야?,1
307,돌돌이,입맛에 따라  수사하는검찰의 독선적 행보.공수처 설치해야.,0
1366,오월하늘,됐고! 이젠 반격이다. 여론도 반전이다. 이제 개검찰의 사악한 목적을 위해 극악무독한 칼을 휘두른 개검찰을 국민의 칼로 쳐버릴 태세다. 개언론까지 더해서!,0
349,날바람,공수처는 조국 같은 인간들이 독재로가는 칼을 쥐어주는 꼴..정치가 검찰을 친위대로  악용못하도록 헌법상 독립기관으로 하거나  정부소숙이 아닌  독립기관으로 해야지.국민들이 독재를 예방할 수있도록 깨어나라,0
2829,고향산,내로남불  조국이 사퇴가 답이다,0
1804,yoon****,100일동안 창살없는 감옥처럼 집앞에 카메라 죽치고 전국민한테 자택 주소 다 까발려지고 가족 얼굴 다 공개되고.. 이런거 당한 사람 노무현 대통령 말고 조국 밖에 없다. 인간 같은 기사 좀 써라. 짐승처럼 살지 말고,1
378,하늘소리,검찰과 언론은 국민 무서운줄 알아야한다. 공수처설치 찬성합니다,0
598,kjkj****,공정과 정의에 나서줘서 너무 감사드려요~~!!,1
2116,mani****,1저자 논문을 준게 본인은 부끄럽지 않다 했지 많은 의사들은 그 1저자 논문을 위해 4년내내 교수들 뒤치닥거리하고 회식참여하고 잡일을 해 넌 그딴 짓 한거 10년 이상되서 잊었을지 모르겠지만 난 아직 생생하다 난 과 교수가 사석으로 데려간 술자리에서 술따른적도 있어 그때 내가 얼마나 죽고싶었는지 너따위가 알란가 모르겠다,1
30,토토,사기꾼  조작달인  조국과  가족들이런자가  법무부장관이라나라  이쯤되면  조폭두목들도  대통령  법관  다  해먹겠네조폭사기꾼정권개작두를 대령하라,0
2561,kong****,"국민의 뜻을 이해하지 못하는 민주당의원들, 만약 그 뜻을 이해하고 있는데도 청와대와 공천이 무서워 침묵하고 있다면, 그대는 정의롭지 못하다.",1
2641,소리,북한은 사회주의다김일성 주체사상은. 김일성 이를. 신으로 섬긴다. 백성 들은 절대 복종이다 자유가. 있나?,0
1850,qwert,유료대집회 대찬성 천만넘어 이천 삼천만가자!자금 씨가 마르고 고갈 될때까지 가자여의도교회등 성금 매주 들어온다 자금줄 튼튼하다 빤스목사 이와중에 성금걷어 수익챙긴다ㅋㅋㅋ이익 있는곳에 싸움나고 자금마르면 목숨걸고대글빡터져라 싸운다 우리토착왜구들 DNA 우습게 보지마라 끝까지 간다!,0
1841,hoko****,과거 SNS 글이 조스트라다무스 수준이더니... 기를쓰고 한달 조금 넘는  장관해서라도 밀어붙인 이유가   본인이 1호 수혜자 되고 싶어서였나요? 거짓말 쟁이지만 과연 조스트라다무스라 할만하네요.,1
2845,세라,쓰레기 집단 더불어 미친당,0
798,worl****,조국은 컴퓨터를 집에 가저갔으면 도둑놈이고문서를 서울대에서 조국이 문서를 ㅤㅆㅓㅎ으면 대필작성으로 위법서류제출로 껌장가야지.배고파 빵하나 훔처먹어도 처벌받는데 당장 조국 검찰조사하라....,1
1445,닉네임을 등록해 주세요,너무 가고 싶으나 두 어린 아이들이 있어  집에서나마 응원합니다~ 출장다녀온 남편과  다음 집회에 꼭 참석하고 싶습니다~    촛불집회 계신분들  정말 대단하고 멋지세요~~  화이팅~!!!,0
1063,배달,"나라가 망해가는 몇가지 현상1, 수출 수입이 큰폭으로 줄어들고 있다.2, 달러가 이미 1200 원이 넘었다.3, 금값이 사상 최고다.4, 해외 송금이 역대 최고다.5, 한미동맹이 파기 직전이다.6, 에치스라인이 대한해협으로 바뀐다.7, 삼성 본사가 미국으로 이전한다.8, 2020년도 경제성장율은 1%  이하다.9, 세금이 안걷힌다10, 청년취업이 사상 최악이다.11, 소상공이 폐업율이 15%가 넘는다.",0
781,wkdx****,조국님은 어떻게..입만열었다 하면 그짖말이 입에서 술술이네요 정신차리세요. 빡1대1가1리,1
2931,Sophia,나는 조국 처럼 뻔뻔하고 낯 두꺼운 사람으루보뉴적이 없다.정말이다.사람이란 일말의 양심이라는 것이 있는 것이다.이 자는 정말 이해하기 힘들다.인간이 아니다.,0
2258,뽁짱미,윤석열 검찰총장이야말로 대통령감? 아닌가?,0
745,수메르,자한당 의원들 팩트에 밀리고여당 의원들은 팩트로 들이대니자한당 의원들  깨갱 꼬라쥐 구겨졌네이젠 막무가네로 우기고 자빠졌네 ㅋㅋ조국완승!!한국당  완패,0
1931,jjet****,공중파로  국민이 즐길수있는 황금시간대에  뭔  헛지랄이냐?  가뜩이나 면상  보기 싫은데 .......................,1
2169,뷰티녀,조국사퇴해라 특검가자,0
2354,공의,이번 토요일 서초동 집회는  검찰 개혁 및 자한당 해체집회가 되어야할것이다. 모든것은 자한당으로 통한다즉 자한당이 사라지면 정치검찰은 설땅이 사라질것이다,0
3032,truf****,명문이다. 명문. 자신의 자리를 걸고 이런 용기있는 글을 쓰신 검사의 용기에 찬사를 보냅니다.,1
1507,hv21****,이제 유시민 뭐라 할지 잘 지켜보세요. 진짜 조국 보다 더 나쁜 사람이 유시민입니다.,1
1507,park,노무현 대통령의 논두렁시계 대표적 검찰 언론의 합작품이지,0
1293,깜상,공부도못한애가어떻케대학가지?돈으러대학졸업증?,0
539,riela,자신의 이익이 침범당했다고 느끼니까 항의를 하는거지.그것도 조국한테만.그보다 더한 부정을 저지른 다른 권력자는 넘어가면서도.조국이 가족을 위해 평범한 사람들과 똑같이 아둔한 짓을 저지르긴 했지만  적어도 그는 사회의 진보를 위해서 자신을 희생할 줄 아는 사람이다. 그렇지않았으면 이렇게 개망신을 당할 일도 없겠지.자신의 이익만을 위해 촛불드는 대한민국 최고의 지성들이 사회인이 되었을때 지금의 자한당 인사들보다 더 악착같이 기득권을 챙길려고 할 것 같다.,0
293,대한민국,조국이놈은 전부거짓말,0
51,박창희,"여러분~~여러분~ 제가생각하기로는 조국아니라도. 검찰개혁 가능하다고 생각 합니다, 왜 조국이어야만 개혁할수 있다고 생각들인지 영문을 모르겠네요,조국한사람,이라야 개혁되는 이유를 가르켜 주세요, 꼭이요? 나라가 너무 시끄러우니,아무일도 않되요,",0
1826,pyh4****,학생들 장학금까지 싹술히한 대한민국 최고의 몰염치한 개@@...저런 개@@을 변호하는 사람들 얼굴좀 보고 싶다....,1
3048,student,우린 가끔 냉정하고 차분한 글을 마주하게 된다.하지만 이 글은 불처럼 뜨거운 가슴을 시히는데효과가 있는 글이지~차가운 가슴을 뜨겁게 만드는 글은 아니다.꼭!  한겨례의가 조국사태를 대했던태도를 대신 변명을 시작한  기사구나!,0
428,초패왕항우,그래서  상상인 유준원은 어떡할건데,0
540,blinddeaf,조국은 조국대로적폐는 적폐대로 처벌하면 된다.더 큰 정의를 위하여 작은 불의에 눈 감아도 되는 게 아니다.정파적 태도로 어떻게든 조국을 합리화 하려하지 말자.국민들이 지금 분노하는 것은내편 네편 때문이 아니라이 나라에 믿을 놈들은 하나도 없기 때문이다.,0
2086,jko3****,선거에서 보여줄게. 촛불의 진정한 뜻은 이런게 아니었어. 정신차려라. 내로남불들아,1
25,NO JAIN NO  PAIN,"조까은 새끼 한 마리 때문에 온 나라가 시끄럽네.당장 물러나라.수백만이 찢어져서 싸우는 시간, 경비만 해도 천문학적이다.대통령 하나 잘못 뽑으면 나라가 이렇게 망쪼가 든다.박근혜는 물러라도 갔지.이 재앙이는 도대체 뭐냐?",0
484,athena,실소유주라며?? 근데 니들이 주장하는 차명으로 5천만원도 안되고 또 손해만 봤어..기레기야 니들 기사 어떻할래??검찰도 주장일뿐이야... 검찰발 언론플레이 지겹다.,0
1847,민초,야이♪♩들아지금 검찰개혁 과 사법개혁 못하면 영원히 못한ㄷ그동안얼마나 많은 잔인한 불법과비리를저질렀는지 국민이다알고 있다그런데 조국탓만할것인가한심하고 정신나간 불쌍한 민초들아이래서  싼국국민은 두들겨패서 끌고가야하는거다,0
1572,burn****,정경심도 정경심이지만 오늘 아침까지도 영장 기각될거라고 방송하던 김어준이나 유시민 같은 호위무사들 꼬시다~~,1
2274,박 참,조국의 잘못은 알면서 거짓말로 자꾸 미꾸리처럼 빠져나가고 아내가잘못했음 응분의 책임ㅇㅇㄹ져야지 ㅡ박근혜 남인 최순실딸일로 들어가 25년있는거몰라?조씨일가보다 수백배 깨끗하다 ㅡ조씨일가의 삶은 전부허위와 거짓으로 점철 ㅡ아무리 자식이 있어도 생긴대로살아야지 과욕으로 거짓인생살게함되냐 ㅡ정유라는 말타고 체육특기자라 공부할시간이없어 그랬다치면 이애는 머냐,0
775,미시동산,겨우 정권 바뀌어 나라를 정상으로 만들려하니 비정상속에 재미봤던 사람들이 정말 발악을 하다못해 다들 상식을 넘어선 미친 짓으로 똘똘 뭉치는군요ㅠㅠ,0
1605,대한국인,"윤석렬이 지가천상천하 유아독존개검, 떡검 으로 알고상관인 법무부 장관도 안중에 없고국무총리도 안중에 없고지가 떠들면 대통령 인사권도 좌지우지 할 줄 알았나 보군 ~~",0
1367,와이리,뻔뻔한 놈!!보통 사람같으면  부끄러워서라도  장관직.교수직에서 사퇴하고  석고대죄를 빌겠거늘.............가족 범죄집단......... 철저히 밝혀   이런 것이 높은 자리를 탐할 수 없게 하라!!!!,0
1893,felicity,12일에는 어디서 집회 합니까?또 꼭 가아겠어요공수처설치 반대합니다,0
1399,여물통,진실은무엇인가뻔뻔한건지무식헌건지용감헌건지조국나으리대단허유,0
1476,섬지,"이번에 기회로 손석희, 한겨레, 진중권    이들의 인간성을 봤다",0
3085,해피투게더,정치초장이 검찰개혁 피해보겠다고 과도한 쑈를한것...ㅤㄴㅠㄴ성녈도물러나고  부장급 이상 정치견찰 썩물러나라.,0
2933,jong****,"위선의 끝판 왕,,,,, 조국...개혁에 어울린다고 생각하나요? 대통령께서도 고집 피울 문제는 아닌듯합니다. 대안이 없죠? 참 답답하시겠어요...주변 관리가 안된것에 마음도 아프시겠구요..점차 실망이 더 커져 가네요.. 서민을 가장한 진보놀이는 그만하시죠들 제발..",1
809,kjb6****,문재앙  탄핵,1
1126,새 나라,조국이는 국민앞에 무릎 꿇고 사죄하구 사퇴하라 그게답이다 자격없다 사퇴하라 그게답이다,0
445,love****,역시 조선일보...,1
739,덧니,가족 잘못된것도 가장 책임이다.가장이 몰랐을리없다,0
2780,Alrxkim,정신박힌 정치인이  민주당에도 있구나,0
1244,김기중1-1105,"친중  빨갱집단들의  행태는  국이도 예외는아니다~~ 특히사모펀드자금에중국공산당자금이  거의절반이투자되었디는데  한국의 친중 인사들(재앙이.해찬이,영길이,종석이,영길이, 조국이. 도지사.군수등등) 거의다 중공의 정치자금으로 부도쌓고. 정계도진출해  중국 빨갱이들(화웨이통신망,cctv,중공유학생.조선족,노무자 등) 대거 이주시켜 표줘서  친중공한국 만드는  앞잽이 된게 팩트다~~ 중공형님에게는 찍소리못하는거 봐라~ 이게어디한국통령이냐?",0
2944,song****,정치권에서 왈가왈가할게아니고 온국민이 나서야합니다,1
2524,mira****,내년총선애서 끝. 민주당아웃,1
2839,njch****,윤석열총장 한번 믿고 지켜보겠습니다.,1
353,losa****,단체로 정신감정 보내야할듯 ㅁ ㅊ 것들,1
1555,샤일런트,쥐닭순시리때는 국민들 알권리라며?,0
129,단비은별,"개검들 직권남용 사기 인권탄압 피의사실공표 로 조국교수님 당장 경찰에 고소하세요,,저것들 도저히 인간이라 할수 없읍니다..",0
1414,mimi****,국회에서  여야의 입장이 다르다니요. 더불당의원님들께서는 조민이 카이스트를  이틀 출석하고도  카이스트를 빛낸 인물이라는 겁니까. 완전 조국 바라기 부끄러움을 모르는 더불당. 좌파들,1
1382,jin3****,영장전담판사인 명재권이가 돈을 받아쳐먹었던지 아니면 문재인정권의 사주를 받았다는 소리다. 검찰을 개혁할게 아니라 법원부터 개혁해야 한다.,1
649,sulk****,조국의 법무장관 임명이 강행되면 문재인정권의 퇴진운동 으로 확산 되어야 한다. 국민들이여~ 민중봉기 합시다~!,1
864,타프티,이 인간 거짓 증언에 정경심 기소로 나라가 뒤집힌거다교수의 사문서 위조?검찰과 조중동 태극모독단들의 조국 죽이기 공작이 가동된거지이 모든 배후 구속 수사해서 엄벌에 처해야 한다,0
649,WhatdoUwant,경향. 애쓴다. 슬슬 본색 드러내는군.,0
2345,kimm****,저기  나오는  민주당의원들은  감비아에서  살고있냐    이게  유야무야 넘길일이냐    진짜  생각하는걸보면  시정잡배보다못하니    구역질난다,1
2636,청담,사회주의  사상감정 이입된자가 법무부 장관후보우리나라 왜이러냐.사회주의 실폐는 역사가 증명했는데 당장사퇴하라,0
1851,밤송이,우리집걸레가 한걸레보다 낫다,0
268,dlrl****,아직까지 조구과 그 가족이 구속 안되는거 이해불가,1
3020,유수,멍청한 윤석열의 폭주가 검찰개혁을 급 진전시키는 불쏘시개가 됐음.,0
3046,jhba****,검사님 소신껏 발언하신 말들은 저희같은 일반인들이 생각하는 것들을 좀 더 논리적으로 설명하신거라 생각합니다 사회에 영향력을 줄 수 있는 검사라는 공직의 신분으로 소신발언 하신 것에 대해 정말 대단하다고 생각됩니다 이 소신발언으로 앞으로 공직에서의 부당함이 혹여나 있을지라도 인생에서의 양심은 지키신겁니다 본인의 발언에 어느 누구도 나서서 옹호하지 않더라도 잘못된 길이 아님을 누구보다 잘 아실테지요 응원합니다,1
954,덩달이,문죄인은  대학입시 구조가 문재있단다  바까란다이런사람이  대통령이니  참 나라 개판되는거다 니미널,0
1581,군란후검난,"개레기야!'이때 쯤은 '검찰  가성비 제로, 한 달 수사 에 건진 것 하나없네!' 라고 써야는거 아냐?  ♪♪아!밥이나 먹고다니냐?나는 지금  지팽이 짚고 서초동으로 갈란다.",0
512,tjfq****,"역시,젊은  학생들이  살아있네정의구현",1
927,nkj5****,조국이 숨으라 했겠지. 몸통은 조국.,1
2683,f131****,40대입니다 고3아이를 부모로써 화납니다 정말.. 정유라가 더나은듯 적어도 최순실은 교수도 정치인도 아니였으니까,1
2065,narc****,조국 쉴드치다가는 총선필패를 넘어 다음대선때는 정권교체될거다 ㅉㅉ 박근혜탄핵도 정유라 부정입학문제로 불붙었다는거 명심해라! 조국을 버리지않는한 민주당의 미래는없다. 조국같은놈이 하는 개혁은 정당성도 공감도 얻지못할것이다. 적폐의 온상인 인간이 무슨 개혁을 말할 자격이있는가? 최소한 최순실이나 정유라나 우병우보다 도덕적이어야지. 근데 정유라입학문제나 우병우아들 군대운전병문제따위는 조국딸 입시비리에비하면 우스울정도니 말 다한거지.,1
1930,9401****,당신들 사모임에 왜 국민재산인 공중파 이용합니까?참말 어이가 없네...,1
753,쟈스민,조국이 두렵다그래서  이사회의 기득권들이  저 난리구나국민들이 응원하니조국은  당당히 맞서라~,0
2990,yoyo****,가족 사기단  대한민국의 진정한 기생충으로 임명 합니다,1
488,시나브로,조빠들 봐라!!!!아직도 ♬♩국을 믿고싶냐???아직도 정경심을 옹호하고 싶냐???그렇게 하고 싶겠지 ㅋㅋ인정하면 니도 패배자로 전락하는 꼴이 될테니...에구 불쌍한 인간들 .....,0
897,K Lee,휴. 솔직하게말하고 편안들어줬다고 조국이 말한대로다치게하네  ㅠ 이정귄무섭다.무서운세상이디,0
2456,grpo****,대부분 국민들은 좌파우파 그런거 없다. 근데 좌파가 정권잡고 2년 살아보니 내 삶의 근간이 흔들린다. 그리고 조국의 역대급 내로남불보면서 확실히 알았다. 최악은 피해야 한다. 내년선거로 보여줄거다.,1
2435,내생각이 옳아♡,주광덕아.니같으면5촌조카까지책임지겠냐.조국후보자님응원을응원합니다.꼭.임명해주세요.,0
1908,온달장군,손혜원 조국  참 가관이네요,0
2685,BLUEGUY,사회주의자라면서  누릴껀 혼자 다 누리는 자본주의자네 ㅋㅋ,0
3068,posa****,사법계에 이런분이 있었서 다행입니다존경 스럽네요,1
156,BeatBit,뇌종양인데 정형외과에서 발급 ㅋㅋㅋㅋㅋㅋㅋ 지인 찬스 그만써라조국옹호하는 놈들 뇌졸증이나 문제 생기면 정형외과에서 꼭 치료 받아라아니다 조국딸 의사될테니 가족위급할때 조국딸한테 꼭 치료받아라 제발 유급두번 의사한테 ㅋㅋㅋ,0
346,chsy****,빨갱이들이 무서운 이유가 선동때문임,1
2251,sky,"입만열면 모든게 거짓인 조국.조국일병 구하기에 올인한  더불어 당,청.아주 죄질이 나뻐요.도대체 반성할줄 모르는 뻔뻔함의 극치.보나마나한 청문회......",0
216,loze****,하나라도 멀쩡하고 범죄 안저지른 사람이있냐?ㅋㅋㅋㅋㅋㅋㅋ역대급 가족범죄단이네 그러면서 어떻게 그렇게 가증스러운짓을 하고 지금도 하고 있고 하....누가 조국일가랑 문재인 단두대로 공개처형해도 아무 느낌 없을 것 같다,1
2350,원성환,윤화이팅,0
2173,xowl****,똥묻은 조국이 겨뭍은 순실이보고 뭐라한겨??,1
2938,강송희,"심상정. 양다리는 옳지않아.,",0
412,1hee****,팩트는  서초동보다  광화문시위자들이  많다  그렇지만  좌파들은  팩트에  등돌리고  지들 할말만  떠듬,1
2577,jcm9****,조국이도 사람 축에 들어가나,1
2825,gtoo****,검찰 믿어본다. 짜고치면 폭동각이다.,1
864,qkqk****,정말 대한민국의 정의와 공정이 죽었습니다.문재인 탄핵 찬성합니다.,1
2890,2638****,윤석렬 지지한다당신의 소신은 믿음이갑니다,1
2394,행운아,윤총장을 놔둬라.니들처럼 이렇게 전방위 검사의 권한을 좌지우지 하려는 정권은 없었다.5공이냐??,0
244,vin3****,조국이 있었기에 가능한 것이였다. 조국은 모른다.는 것은 지나가는 바둑이도 웃고 가겠네. 설상 모른다고 해도 가족이 수사받고 구속되는 과정에 꼭 장관자리 앉고싶은지... 문재인의 능력은 이 나라의 성장도 국민의 생각도 없다. 개인의 업장과 북한 경제개발이 우선이기에.,1
623,wind****,정말   뻔뻔  하다    당신이 거울을  보고  장관이 될 만한 사람인가  한번  보시요 제발   정신차리고  벌 받아라,1
2661,mach****,같은 40대인데 참 창피하다... 뭐 저런 유치한 짓을 할까. 난 저 대깨문들이 광신도같단 생각.,1
1771,블루데이,민심은 이미 돌아섰다문통 민주당지지율 폭등왜구당 반토막 ㅋㅋ개검과 적페들 사기쇼 들통나국민들 분노폭발이제 왜구들은 문닫고우리일본 대일민국으로 가라대힌민국에서 지지할 국민은 한명도없다 ㅋㅋ총선 대선힐 필오도 없네황대갈 머리도 밀었는데 어쩌냐그냥 왜구들 데리고 절로 가거나 군대나 가라~~ㅋㅋ,0
259,gree****,조권 이거 기각한 판사 우리법얀구회 출신이라매? 에라이 적폐판사야 조국 시다바리라니까 살람살이 나아졌냐?!!,1
2982,수기wks,젠장 이건 뭐 상왕이 따로 없네  대통령의 고유 권한인 임명권을 왜 야당들이 좌지우지하려 하지 조국 장관 그냥 앞만 보고 가세요,0
2196,켈리,조국은 증거도없이  피의자라니...노무현전대통령 때처럼 적폐검찰이 또 덮어씌우려고하냐조국 응원합니다,0
481,테페리,경향..니들이 더 나빠...희곤아..평생 이 기사가 널 따라다닐거다.,0
748,khan****,13억은 알아 보지도않고 1년에 1번보는 천척한테 맡기고 신경끄는양반이 공공자산 중고컴퓨터를 집으로 들고가서 딸이랑 같이 썼데..ㅋㅋㅋㅋㅋㅋ 미치겠다. 이런데도 쉴드치는 대깨문들...진짜 답없다.,1
946,dlqu****,도독놈 조국,1
